Grid_ID,Vehicle_Type,Active_Vehicles,Latitude,Longitude
GRID_0094,Commercial,4224,19.523797944952143,73.07564848931935
GRID_0095,Passenger,3089,19.21009168189126,73.17498779453734
GRID_0096,Passenger,4026,19.61736353528375,72.88326022094552
GRID_0097,Passenger,4349,18.953843298733393,73.17426152329219
GRID_0098,Passenger,2134,18.913980124103826,72.97139887461752
GRID_0099,Two-Wheeler,3509,18.76780525560644,73.30830995486085
GRID_0100,Passenger,593,18.894463158018315,73.11845779248864
GRID_0101,Passenger,4294,19.085693911392628,72.96071132715575
GRID_0102,Two-Wheeler,3866,19.208104505115177,72.97400799267427
GRID_0103,Passenger,3446,18.891575613683273,73.04834450346506
GRID_0104,Commercial,588,19.4953477226372,73.2530298026727
GRID_0105,Passenger,3050,19.119626904852463,73.2968882182045
GRID_0106,Passenger,3314,19.652262325763083,73.03754248593704
GRID_0107,Two-Wheeler,1945,18.615610774838025,73.34541457359121
GRID_0108,Two-Wheeler,2330,19.382414941724964,73.28621213409701
GRID_0109,Passenger,3241,18.77577829146762,73.31899722860804
GRID_0110,Commercial,1054,19.00222812071495,73.33254076897207
GRID_0111,Commercial,4264,18.607831519217513,73.29191431276767
GRID_0112,Two-Wheeler,2934,19.32992213835096,73.03044222868121
GRID_0113,Two-Wheeler,1180,19.1155087065713,73.46874139473874
GRID_0114,Passenger,2131,19.2596614361695,73.44001294915336
GRID_0115,Passenger,702,18.8404866257,72.95064187229357
GRID_0116,Two-Wheeler,4418,19.133699409486702,73.22100345526755
GRID_0117,Two-Wheeler,3639,18.359245791218022,73.11345766632317
GRID_0118,Passenger,2725,19.687498695389248,72.71770970010024
GRID_0119,Two-Wheeler,2186,19.24900704403524,73.27828589920982
GRID_0120,Passenger,1328,18.59811648553701,73.10491092756013
GRID_0121,Commercial,2522,19.383129869779335,73.06928606598103
GRID_0122,Passenger,602,19.493427006060873,72.8880510695695
GRID_0123,Commercial,2057,19.357627292750745,73.30282844768075
GRID_0124,Passenger,4711,19.127014221496136,72.87068187882419
GRID_0125,Passenger,4587,19.013541269730514,73.01658870821174
GRID_0126,Passenger,3011,19.23219392741872,72.82740230521128
GRID_0127,Passenger,603,18.771747816851818,73.19202810927241
GRID_0128,Passenger,3938,19.26441579892485,72.91207510718483
GRID_0129,Commercial,3357,19.25491024472521,73.10838243502734
GRID_0130,Two-Wheeler,1306,18.847480386955606,73.04590411204454
GRID_0131,Passenger,2574,18.910089282344497,73.11831000697605
GRID_0132,Passenger,1026,19.01828012407303,73.06121587210453
GRID_0133,Two-Wheeler,3936,18.945861410087144,73.0768107307813
GRID_0134,Passenger,797,18.782369231265196,72.88855066395904
GRID_0135,Passenger,860,19.37018975453298,73.01786139717379
GRID_0136,Passenger,4217,19.133608620034764,73.41876840189519
GRID_0137,Two-Wheeler,2476,19.383091060546676,73.13436198477594
GRID_0138,Two-Wheeler,2577,19.27340833367495,73.112509061674
GRID_0139,Passenger,3911,19.57313060316565,72.7523993936837
GRID_0140,Passenger,2673,19.378821189582574,72.98464636663243
GRID_0141,Commercial,2089,18.961064738859804,72.84778246908762
GRID_0142,Two-Wheeler,1889,19.335203832650134,72.84684457277329
GRID_0143,Passenger,4014,19.101478748672804,73.28486076497835
GRID_0144,Two-Wheeler,762,19.11492446156804,73.34350053332633
GRID_0145,Passenger,3483,18.89069137356612,73.09258356848628
GRID_0146,Passenger,3419,18.46503728824347,73.26794240896916
GRID_0147,Two-Wheeler,2363,19.292924010042938,73.49441639890948
GRID_0148,Two-Wheeler,501,19.37442658557933,72.8212820247799
GRID_0149,Commercial,2433,19.264450957720687,73.36367458619797
GRID_0150,Passenger,893,19.192445928939254,72.92788967016367
GRID_0151,Passenger,805,19.408411462844914,73.22932584867475
GRID_0152,Passenger,1029,19.039655352458897,73.30925773261787
GRID_0153,Passenger,3879,18.90627390110796,73.2329759155741
GRID_0154,Passenger,1464,19.092528947797057,73.0914511518548
GRID_0155,Passenger,4519,18.952357576152565,72.9030142644937
GRID_0156,Commercial,1170,18.89554946395347,73.04086490430913
GRID_0157,Passenger,4568,19.412078876165168,73.01952564253978
GRID_0158,Passenger,2752,18.65890496785071,73.18755743865968
GRID_0159,Passenger,3172,18.734255080543182,73.06195956542732
GRID_0160,Two-Wheeler,2213,18.789095259220854,72.91938757678452
GRID_0161,Commercial,4544,19.01733964591263,73.03037283128921
GRID_0162,Passenger,1135,19.48734786606146,73.37210083701702
GRID_0163,Passenger,3999,19.751232531292686,73.2219954252469
GRID_0164,Passenger,1617,18.935631849148034,73.47339130586774
GRID_0165,Passenger,2654,19.041337559310453,73.25846987207608
GRID_0166,Passenger,4723,19.433430493315832,72.93456435682427
GRID_0167,Passenger,537,19.120089882863887,73.2610763869709
GRID_0168,Two-Wheeler,2132,19.372372999319513,72.80943760325076
GRID_0169,Two-Wheeler,4793,18.312425135109038,72.97519537237302
GRID_0170,Commercial,4275,19.018386259813074,73.07501510779218
GRID_0171,Passenger,2554,19.452065049949212,73.3895991858616
GRID_0172,Passenger,4585,19.236634638525576,73.53835113997012
GRID_0173,Passenger,3903,19.017656121935467,73.26520350840768
GRID_0174,Passenger,1018,20.142685138865982,72.95182555612989
GRID_0175,Passenger,2741,18.843540954128606,73.09417564330575
GRID_0176,Commercial,2863,19.004192506981177,72.86504332514913
GRID_0177,Two-Wheeler,1541,19.090661964558326,73.24815516132037
GRID_0178,Passenger,1894,18.97327142198163,73.22578823897602
GRID_0179,Passenger,3369,19.270491812810363,72.98972995182824
GRID_0180,Two-Wheeler,4176,18.86392406422821,73.25927263422145
GRID_0181,Commercial,4221,19.175020343240156,73.30363116616968
GRID_0182,Passenger,4272,19.048091876662077,72.94788804589547
GRID_0183,Passenger,734,18.844085232496386,73.09554834797108
GRID_0184,Passenger,3640,19.087090256164732,72.91422758309284
GRID_0185,Passenger,946,19.085985748357206,73.1711881906886
GRID_0186,Commercial,507,19.206713792134902,73.01234602732124
GRID_0187,Commercial,1499,19.44265944726673,73.35967215742241
GRID_0188,Commercial,1834,19.749077517130413,72.70399589155542
GRID_0189,Two-Wheeler,633,19.055318061138575,72.88327278354889
GRID_0190,Commercial,2932,18.815908775051597,72.90371560002679
GRID_0191,Commercial,555,19.06438291009213,73.35466306707289
GRID_0192,Two-Wheeler,3685,18.999794078294908,73.16000627461227
GRID_0193,Passenger,1611,19.212158047086607,73.40438371553044
GRID_0194,Passenger,3679,19.138686335639946,73.12569423396113
GRID_0195,Commercial,2023,19.524537323058944,72.86674089509536
GRID_0196,Passenger,643,19.030381015501625,73.0193265051892
GRID_0197,Commercial,3416,19.164717687881225,72.87749557716704
GRID_0198,Passenger,2603,18.839144348266906,72.8567568829467
GRID_0199,Two-Wheeler,1119,19.09605447489231,73.14832310701868
GRID_0200,Passenger,2386,18.8344103643236,73.04238335532997
GRID_0201,Passenger,2520,19.57621556538278,73.10883685742819
GRID_0202,Passenger,1908,19.05382102497956,73.18330725512733
GRID_0203,Passenger,3421,19.35860574711246,72.9552277312365
GRID_0204,Passenger,3873,19.860439680608533,72.99838965670652
GRID_0205,Passenger,3976,19.035985899740353,72.84546527817315
GRID_0206,Passenger,1336,19.614820498775504,72.99787303142834
GRID_0207,Passenger,4402,19.23914891192097,73.03749466294457
GRID_0208,Two-Wheeler,2085,19.064478699299276,73.33714486925649
GRID_0209,Two-Wheeler,1336,19.656387589021207,73.11948622391945
GRID_0210,Passenger,3057,18.924591593076336,72.9160203658833
GRID_0211,Two-Wheeler,3359,19.126090183732355,72.93841713719274
GRID_0212,Passenger,4860,18.70698409177626,73.25573285971865
GRID_0213,Two-Wheeler,1897,18.926482073675768,72.95865501065262
GRID_0214,Commercial,4322,18.65512800513248,73.1412305228498
GRID_0215,Passenger,4897,19.146419090722922,73.34740688510783
GRID_0216,Two-Wheeler,3930,19.26551111232037,72.78467036198695
GRID_0217,Passenger,1304,19.44986200168023,73.0733884099369
GRID_0218,Two-Wheeler,1575,19.13407560194351,72.81539682000803
GRID_0219,Passenger,4694,18.620297082401414,73.30176482140219
GRID_0220,Passenger,3140,18.871766876474812,72.90491964032067
GRID_0221,Passenger,3584,19.179141297060767,72.82264653212658
GRID_0222,Two-Wheeler,1913,19.596180442096202,73.0791672672525
GRID_0223,Passenger,4952,18.969828873496088,72.93053149280928
GRID_0224,Passenger,2163,19.45387437333567,73.48896368744869
GRID_0225,Two-Wheeler,3475,19.157680129640774,72.93938279364289
GRID_0226,Two-Wheeler,4606,18.894264042138435,72.8160496760762
GRID_0227,Two-Wheeler,4676,19.36861832619955,73.03355435947459
GRID_0228,Passenger,2553,19.374213331315396,73.16781967098827
GRID_0229,Two-Wheeler,2920,18.722866326833834,73.37348451829118
GRID_0230,Two-Wheeler,3028,19.406827612599695,73.24291148706719
GRID_0231,Two-Wheeler,4817,18.946015757570233,72.96123903588264
GRID_0232,Commercial,2440,18.657241976370884,73.16037632425463
GRID_0233,Passenger,3652,18.826218725287177,73.03665136881952
GRID_0234,Passenger,2446,19.15491213540366,73.24232983103838
GRID_0235,Passenger,1014,18.666862553477642,72.99596175228838
GRID_0236,Passenger,720,18.83696107691623,72.9459442642477
GRID_0237,Commercial,727,19.264901051315537,72.8967788847633
GRID_0238,Passenger,2837,18.92041950449149,73.0561026775505
GRID_0239,Passenger,4888,19.196144640263036,72.86879751730032
GRID_0240,Passenger,3764,19.566399965755963,73.17680591347454
GRID_0241,Passenger,1455,18.868787622221326,72.92725860228575
GRID_0242,Two-Wheeler,1997,19.457680075974384,72.82038128555902
GRID_0243,Passenger,1780,18.67368956231222,73.13269832434067
GRID_0244,Passenger,2478,19.523768347499615,72.88887318874251
GRID_0245,Commercial,2029,18.62066027203988,73.02667525725069
GRID_0246,Passenger,4983,19.455495399497764,73.16920003024502
GRID_0247,Two-Wheeler,3162,19.06485010363708,73.24527470149302
GRID_0248,Passenger,2913,18.75661020993431,73.28325147072363
GRID_0249,Passenger,3205,18.83965287567607,73.02478281970004
GRID_0250,Passenger,4035,19.04183576998311,73.04127272745026
GRID_0251,Two-Wheeler,4784,19.53915149207436,72.79971664925823
GRID_0252,Commercial,1417,18.87560919857866,73.47014023989601
GRID_0253,Passenger,1701,18.83872578200102,73.01995489432721
GRID_0254,Passenger,2922,19.08904289031047,73.14475266281615
GRID_0255,Commercial,2121,18.877197109702525,73.08803273743955
GRID_0256,Commercial,1259,19.04513760616218,73.2192510918781
GRID_0257,Passenger,4789,18.764583928666518,73.18443077957845
GRID_0258,Commercial,1988,19.32787321244355,72.8601714370237
GRID_0259,Commercial,4758,18.979517273740697,73.27885314990651
GRID_0260,Passenger,4871,18.73793550616035,73.18814295301642
GRID_0261,Commercial,4959,19.005292885081953,73.00793882751678
GRID_0262,Passenger,2165,19.455397072106763,73.00665084531443
GRID_0263,Commercial,2502,18.898625132189192,73.04631882563757
GRID_0264,Passenger,959,18.8774600464157,72.95971005583561
GRID_0265,Two-Wheeler,3521,18.70044711217257,72.8864284020237
GRID_0266,Passenger,2790,19.43278792348663,72.78806908323048
GRID_0267,Passenger,1865,19.404107131654794,73.80572885920128
GRID_0268,Commercial,3701,19.067315805556635,73.0619576468726
GRID_0269,Passenger,1883,19.219058775464617,72.94523109775223
GRID_0270,Commercial,2635,19.31236880724767,72.8032714904382
GRID_0271,Commercial,3532,18.973172452073953,73.14813024954061
GRID_0272,Passenger,4209,18.79406086664206,72.95170336895983
GRID_0273,Two-Wheeler,2021,18.52008790107402,73.28655640973624
GRID_0274,Passenger,2123,19.231157159115014,73.67728634831278
GRID_0275,Commercial,1181,19.39982390418726,73.27986319359457
GRID_0276,Two-Wheeler,3634,18.87161394594679,73.6355792540375
GRID_0277,Commercial,3761,18.692286124677015,73.21665517769924
GRID_0278,Two-Wheeler,3919,18.862561761842525,73.07227330178081
GRID_0279,Passenger,2367,19.092166226567308,73.15924311652581
GRID_0280,Passenger,4109,19.69536516547287,72.90065158155178
GRID_0281,Passenger,1699,19.077389844411165,73.14230796221257
GRID_0282,Two-Wheeler,3323,19.075979043573764,73.21420289579432
GRID_0283,Two-Wheeler,3448,18.781917951195553,73.43271419901521
GRID_0284,Passenger,4478,18.959119630563823,72.97092602951832
GRID_0285,Passenger,4125,19.53229557207623,72.90817560745192
GRID_0286,Passenger,668,18.763195317111172,72.9414938228592
GRID_0287,Passenger,2521,18.932520489302746,73.14093455662271
GRID_0288,Two-Wheeler,2694,19.00091530006424,73.23370741478092
GRID_0289,Commercial,938,19.09966190697142,73.41063533924279
GRID_0290,Passenger,3760,18.65975331068247,73.3628380523804
GRID_0291,Two-Wheeler,4755,18.952661853131183,73.31988491036793
GRID_0292,Two-Wheeler,2949,19.219750463095952,73.17698592884237
GRID_0293,Commercial,1363,19.253102869104268,72.93622210359972
GRID_0294,Passenger,639,19.205422690089897,73.17738094597792
GRID_0295,Two-Wheeler,4923,19.155625799554,72.89004059516364
GRID_0296,Passenger,724,19.004194213319103,72.8345674366493
GRID_0297,Passenger,1057,19.340911033559266,73.25849248648755
GRID_0298,Commercial,2073,18.829827033324232,73.27319896638174
GRID_0299,Two-Wheeler,885,18.83039197273216,73.14703607350694
GRID_0300,Passenger,1020,19.470943643177172,72.84934679117605
GRID_0301,Commercial,4472,19.184557059694658,73.467096323723
GRID_0302,Passenger,3334,19.448946623558722,73.28044814200003
GRID_0303,Two-Wheeler,3642,19.10244058134411,72.83535649595412
GRID_0304,Two-Wheeler,2333,18.92808899821188,72.90478440132581
GRID_0305,Two-Wheeler,3661,19.63034930866029,72.84657972913959
GRID_0306,Passenger,4001,19.065888171601244,73.01956494054883
GRID_0307,Two-Wheeler,4702,19.00735180824301,72.89098989841858
GRID_0308,Two-Wheeler,1999,19.470880265449992,73.14263436549754
GRID_0309,Two-Wheeler,3463,19.05311887669338,73.21543118483864
GRID_0310,Two-Wheeler,1977,19.133666804164193,73.17205664834674
GRID_0311,Passenger,1403,19.294710795671815,73.33948474830345
GRID_0312,Passenger,2131,19.44009109751503,72.77494188851378
GRID_0313,Two-Wheeler,4486,19.390328372416228,73.07347193763637
GRID_0314,Two-Wheeler,1670,19.590177740128098,72.93777856146096
GRID_0315,Passenger,2827,19.061121091645386,73.20700163170409
GRID_0316,Commercial,4619,19.653011563918945,73.08539437209221
GRID_0317,Passenger,2244,18.66478952510812,73.23614869838812
GRID_0318,Passenger,2539,18.864890736141398,73.06998518250002
GRID_0319,Commercial,619,19.263804081318703,73.37719721002482
GRID_0320,Two-Wheeler,4357,19.29359894959527,73.13629215058084
GRID_0321,Passenger,2175,19.451719813888626,72.96464172259952
GRID_0322,Passenger,1820,19.227434335471752,72.89813613221409
GRID_0323,Passenger,1515,19.31054636328964,73.07572863815912
GRID_0324,Passenger,2243,19.097145827677675,73.01301946449126
GRID_0325,Commercial,2442,18.91325020808368,73.33870592468672
GRID_0326,Passenger,4041,19.014865243577027,73.04568542819581
GRID_0327,Commercial,1946,19.416651957830958,73.43471948125645
GRID_0328,Commercial,4116,19.048486795138963,72.87027931259306
GRID_0329,Commercial,4394,19.29961168760054,72.80482296614706
GRID_0330,Commercial,2224,18.693462873352644,73.07486375107545
GRID_0331,Passenger,2772,19.629693670782295,73.17468767770427
GRID_0332,Passenger,4562,19.39212470164353,73.09144311038504
GRID_0333,Two-Wheeler,4781,19.037614714978403,73.03030092999377
GRID_0334,Passenger,571,19.235421434360262,73.25921185678092
GRID_0335,Two-Wheeler,4669,18.766280705110045,73.05988148462231
GRID_0336,Passenger,2700,19.05741109782942,73.13647127421468
GRID_0337,Two-Wheeler,2643,19.299486016520103,72.91379917631349
GRID_0338,Passenger,4257,18.430388743633788,73.01115011989762
GRID_0339,Passenger,3681,18.995697056888364,73.29524176748573
GRID_0340,Commercial,1981,19.250652271697177,73.05827318184812
GRID_0341,Passenger,3375,19.23475507388508,72.99757432242369
GRID_0342,Passenger,4579,19.265046375940475,73.3281457446722
GRID_0343,Passenger,1596,19.27220715816886,73.02078169056261
GRID_0344,Two-Wheeler,4807,18.863316108781472,73.4525956461282
GRID_0345,Passenger,1223,19.113033303735843,73.03278520656887
GRID_0346,Commercial,3739,18.720523037930704,73.23122909769268
GRID_0347,Passenger,2878,19.069384459622942,73.0761793889852
GRID_0348,Two-Wheeler,3714,19.408714590781013,73.13401308953216
GRID_0349,Passenger,3371,19.19912097947755,72.82643587656017
GRID_0350,Passenger,4989,18.920975971381814,72.8320014786637
GRID_0351,Passenger,4419,19.310531499290637,73.18075718367074
GRID_0352,Passenger,2220,18.99746397052332,73.63856939285829
GRID_0353,Two-Wheeler,3899,19.220010108369607,72.85586048221002
GRID_0354,Two-Wheeler,2357,19.510455295961407,73.05917700759507
GRID_0355,Commercial,3265,19.1177306509525,73.07649013926397
GRID_0356,Passenger,2896,18.759325306363774,73.16774595034366
GRID_0357,Passenger,4264,18.67262427289596,72.98524921424432
GRID_0358,Commercial,4521,19.096682617428815,72.96229602551189
GRID_0359,Passenger,4386,19.22365322102852,72.98639450034825
GRID_0360,Passenger,3062,19.144045726776213,72.88035253170646
GRID_0361,Passenger,2946,18.90603109490732,73.55935443579943
GRID_0362,Two-Wheeler,4167,19.09232818256304,72.82341768610667
GRID_0363,Passenger,2761,18.979546157475053,73.4399828271818
GRID_0364,Two-Wheeler,4117,18.73707565459862,72.88893112063812
GRID_0365,Two-Wheeler,1812,19.59683478496851,72.96213351671658
GRID_0366,Two-Wheeler,2364,18.948613532384964,73.42463645646755
GRID_0367,Commercial,2805,19.208182177090983,72.95799915896336
GRID_0368,Two-Wheeler,2307,19.75236083063236,72.995300775034
GRID_0369,Two-Wheeler,3241,18.60528739660714,73.03076304447393
GRID_0370,Passenger,3836,18.938947310994955,73.31383128648756
GRID_0371,Passenger,1497,19.086473740647868,72.83483653316262
GRID_0372,Passenger,2819,18.675182591036457,73.19886989254427
GRID_0373,Two-Wheeler,3707,19.77940096859103,73.08995690409984
GRID_0374,Two-Wheeler,1098,19.40508408733111,73.31015899451687
GRID_0375,Two-Wheeler,1583,18.66473079244996,73.08550161027583
GRID_0376,Two-Wheeler,4081,19.430804016519794,73.12038579840758
GRID_0377,Passenger,3586,19.39991510215828,73.29074820858952
GRID_0378,Passenger,2802,19.136675118658772,72.81393502597383
GRID_0379,Passenger,3284,19.40999970090415,73.00544734075375
GRID_0380,Commercial,1221,18.938118893348506,72.93435218234784
GRID_0381,Passenger,1654,18.885843608516833,72.82012157887728
GRID_0382,Two-Wheeler,516,19.118360543746707,72.9212469100688
GRID_0383,Two-Wheeler,1491,19.48154399723601,72.8193953985357
GRID_0384,Passenger,2732,18.978931307229598,73.23778219310643
GRID_0385,Passenger,3962,18.918681040839477,72.8840448186727
GRID_0386,Passenger,1946,18.799528980436108,73.38324005028578
GRID_0387,Passenger,1965,19.390553072010754,72.83180378914
GRID_0388,Passenger,4267,18.956167015438783,72.86814816300898
GRID_0389,Passenger,4127,19.400800235427614,72.80955866592669
GRID_0390,Two-Wheeler,3583,19.645502112813844,73.00424471322877
GRID_0391,Two-Wheeler,2043,18.585919497743188,72.95347024711455
GRID_0392,Two-Wheeler,579,18.981174397518117,73.09986197540867
GRID_0393,Passenger,3787,19.676962084780804,72.94454679015756
GRID_0394,Commercial,1771,18.723225945299113,73.10885030551763
GRID_0395,Passenger,2064,19.289208799350458,73.3491736216847
GRID_0396,Two-Wheeler,2213,19.229303083631095,72.85360981933883
GRID_0397,Two-Wheeler,1509,19.335615540222133,73.27799954805562
GRID_0398,Passenger,1272,19.025433096084864,73.40489289194443
GRID_0399,Two-Wheeler,982,19.432504180286458,72.88300530182933
GRID_0400,Passenger,2892,19.277222982517383,72.96934906609405
GRID_0401,Passenger,3679,19.08259819784129,73.45164351694191
GRID_0402,Two-Wheeler,2081,19.175988114983834,73.15861888548842
GRID_0403,Two-Wheeler,3021,19.684614059129686,72.7821580298935
GRID_0404,Passenger,1605,18.653434817800033,73.41542061959922
GRID_0405,Passenger,4209,19.60593507799007,73.19756945832125
GRID_0406,Passenger,3861,19.221452102367856,72.86272370076396
GRID_0407,Commercial,4770,18.991087047717375,72.86347538569079
GRID_0408,Two-Wheeler,1341,18.44242452534074,72.9010782356301
GRID_0409,Passenger,4034,19.0994303603253,73.41125463087955
GRID_0410,Commercial,2372,19.01589349949008,73.02374669375334
GRID_0411,Commercial,4005,19.144283787963502,73.05118577576349
GRID_0412,Two-Wheeler,3820,19.18911343206138,72.801906720443
GRID_0413,Two-Wheeler,3228,19.627539179258743,72.91511304549383
GRID_0414,Two-Wheeler,1454,19.20466373279928,73.23879916581683
GRID_0415,Commercial,2095,19.292979342876723,73.15417672619346
GRID_0416,Two-Wheeler,2788,18.90004136534481,72.87646122746499
GRID_0417,Passenger,4935,18.903986566442313,72.90980941964098
GRID_0418,Passenger,1243,19.457777302417465,73.00952115347116
GRID_0419,Two-Wheeler,1994,19.564014309798814,72.79114291686496
GRID_0420,Commercial,3846,18.833911683794888,73.03133854600829
GRID_0421,Passenger,4610,19.111657508966847,72.9745106759494
GRID_0422,Commercial,2488,19.134720814331,73.16971116074876
GRID_0423,Passenger,707,19.145301779519144,73.32083332486448
GRID_0424,Passenger,1583,19.31432088919066,73.06338776209415
GRID_0425,Two-Wheeler,2912,19.256782944510373,72.83227678672671
GRID_0426,Passenger,3811,19.477397711446145,72.77452898607015
GRID_0427,Passenger,4510,18.86121500978195,73.16032278232986
GRID_0428,Two-Wheeler,896,19.06203106960818,73.02467519272176
GRID_0429,Two-Wheeler,2457,18.977206290879828,73.01292728818791
GRID_0430,Passenger,708,18.65005529152937,72.92241295937741
GRID_0431,Passenger,932,19.528931193442258,73.24128498064633
GRID_0432,Commercial,3156,18.901861338265224,73.01435450149697
GRID_0433,Commercial,2936,19.26006377394517,73.3248014364469
