ID,Type,Latitude,Longitude,Hub
CUST_0075,MASS,19.09341316612972,73.12357607658961,Mumbai
CUST_0076,Independent Workshop,19.19440684693189,72.89128764448465,Mumbai
CUST_0077,MASS,19.6449403243918,72.97925667126249,Mumbai
CUST_0078,Independent Workshop,18.968014449597906,73.34269175162174,Mumbai
CUST_0079,Fleet Owner,19.37610288710335,73.33172194756096,Mumbai
CUST_0080,Independent Workshop,19.048267016092623,73.12177728162028,Mumbai
CUST_0081,Independent Workshop,18.712787635231912,73.07370160272855,Mumbai
CUST_0082,MASS,18.597823370733945,72.96831911470133,Mumbai
CUST_0083,Independent Workshop,19.218836877581698,73.12033095500331,Mumbai
CUST_0084,Trader,19.261490754132367,73.24686465635742,Mumbai
CUST_0085,Independent Workshop,19.251060738340605,72.84462513901438,Mumbai
CUST_0086,Trader,19.16123054963974,72.8560966232921,Mumbai
CUST_0087,Independent Workshop,19.144908789471852,72.94738075874267,Mumbai
CUST_0088,Independent Workshop,19.048842833977787,72.86382876042559,Mumbai
CUST_0089,Independent Workshop,19.140847327249926,72.95328707258291,Mumbai
CUST_0090,Independent Workshop,19.455058330733475,72.9558146202745,Mumbai
CUST_0091,Independent Workshop,18.733852471114535,73.01157295249381,Mumbai
CUST_0092,Independent Workshop,19.341111703527616,73.26304274922956,Mumbai
CUST_0093,Independent Workshop,19.13658342152078,73.38954973028257,Mumbai
CUST_0094,Independent Workshop,19.104715367053476,73.26551571368324,Mumbai
CUST_0095,Independent Workshop,19.118493225726827,73.16601129660712,Mumbai
CUST_0096,MASS,19.33264496163802,72.91922203312704,Mumbai
CUST_0097,Independent Workshop,19.44826129347112,73.09715629212003,Mumbai
CUST_0098,Independent Workshop,18.64328172405861,73.23878469799546,Mumbai
CUST_0099,Trader,19.29751589006154,72.84343054473955,Mumbai
CUST_0100,Independent Workshop,18.954321375989313,73.21131141021604,Mumbai
CUST_0101,Trader,19.32138684418252,72.96037513926599,Mumbai
CUST_0102,Independent Workshop,19.072320435341265,73.07680135742409,Mumbai
CUST_0103,Independent Workshop,19.074450215081534,72.9784798317714,Mumbai
CUST_0104,Independent Workshop,19.045272173362136,72.85887408631122,Mumbai
CUST_0105,Trader,18.80068702378822,72.99961831873082,Mumbai
CUST_0106,Trader,19.26284200790295,72.80502692299224,Mumbai
CUST_0107,Independent Workshop,19.58977315215537,72.79785999811659,Mumbai
CUST_0108,Independent Workshop,19.050512621880035,72.88823352043549,Mumbai
CUST_0109,Fleet Owner,19.204647247672636,73.17885876814395,Mumbai
CUST_0110,Independent Workshop,18.89189695693559,73.02257610038747,Mumbai
CUST_0111,Independent Workshop,19.66953543585015,72.8000189338457,Mumbai
CUST_0112,Fleet Owner,19.083155139891957,73.11985578907611,Mumbai
CUST_0113,Trader,18.832932863068983,72.89757061295438,Mumbai
CUST_0114,Independent Workshop,19.0292737193599,72.86575228065662,Mumbai
CUST_0115,MASS,19.130555683132776,73.10534103059277,Mumbai
CUST_0116,MASS,19.339832749136605,73.04110856533383,Mumbai
CUST_0117,Independent Workshop,18.857506470128726,72.87687601991817,Mumbai
CUST_0118,Independent Workshop,19.669582350873096,73.13133317317183,Mumbai
CUST_0119,Independent Workshop,18.96587386028162,73.27320954574095,Mumbai
CUST_0120,Fleet Owner,18.59755560493291,73.11302114451512,Mumbai
CUST_0121,Trader,19.082922732904052,72.9095413696343,Mumbai
CUST_0122,Independent Workshop,18.985644290143256,72.81807665815398,Mumbai
CUST_0123,MASS,18.450310119584447,73.0488605503888,Mumbai
CUST_0124,Independent Workshop,19.173563317245787,72.85647279187604,Mumbai
CUST_0125,Independent Workshop,19.135331096189937,72.94609435078466,Mumbai
CUST_0126,Independent Workshop,19.208079152407596,72.92957587128979,Mumbai
CUST_0127,Independent Workshop,19.586830122420576,73.28260303885934,Mumbai
CUST_0128,MASS,18.96134518076425,72.80102090016955,Mumbai
CUST_0129,Independent Workshop,18.694927366707503,73.07713407864466,Mumbai
CUST_0130,MASS,18.79121456785253,72.94463566642582,Mumbai
CUST_0131,Independent Workshop,18.925507830275905,73.06776277365884,Mumbai
CUST_0132,Independent Workshop,19.352582276207112,73.07060953732534,Mumbai
CUST_0133,Fleet Owner,18.895165229387192,73.48616201960061,Mumbai
CUST_0134,Independent Workshop,19.118432321097593,72.90004847978642,Mumbai
CUST_0135,Independent Workshop,19.19801101984469,73.2727335237688,Mumbai
CUST_0136,Independent Workshop,19.0460372701586,72.90613236505325,Mumbai
CUST_0137,MASS,18.92737098681894,73.02478212961516,Mumbai
CUST_0138,Independent Workshop,19.211870788240944,73.13643023177015,Mumbai
CUST_0139,Independent Workshop,18.52397336208153,72.96789460616836,Mumbai
CUST_0140,Independent Workshop,19.008449170330614,73.11460423441535,Mumbai
CUST_0141,Independent Workshop,19.013469349731373,73.20296310829058,Mumbai
CUST_0142,MASS,18.68093701581412,72.88171335466099,Mumbai
CUST_0143,Independent Workshop,19.016205333492458,73.08347624393626,Mumbai
CUST_0144,Independent Workshop,19.299102704953803,72.90160511147235,Mumbai
CUST_0145,Independent Workshop,18.854796014520506,72.94943531530608,Mumbai
CUST_0146,Independent Workshop,19.117298595030146,73.01993416861741,Mumbai
CUST_0147,Fleet Owner,19.203344529084028,73.18953176380793,Mumbai
CUST_0148,Independent Workshop,19.3174805019899,72.89821371778821,Mumbai
CUST_0149,Fleet Owner,18.954151244019712,72.97865513966983,Mumbai
CUST_0150,Independent Workshop,19.453442828114905,72.97820862001174,Mumbai
CUST_0151,Independent Workshop,18.989118316556763,73.08498467114632,Mumbai
CUST_0152,MASS,19.397743740962397,72.7665406104386,Mumbai
CUST_0153,Independent Workshop,19.31696257967884,73.12108936188004,Mumbai
CUST_0154,Trader,19.422475830322774,73.12985073746222,Mumbai
CUST_0155,Fleet Owner,18.66794548014287,72.94794108022955,Mumbai
CUST_0156,Independent Workshop,19.118648550895216,73.08659134958748,Mumbai
CUST_0157,Independent Workshop,19.12113271045136,73.53859289584965,Mumbai
CUST_0158,Trader,19.025288445082463,72.88942885873757,Mumbai
CUST_0159,Independent Workshop,19.52154090463402,73.02526865476545,Mumbai
CUST_0160,Independent Workshop,19.130215259245734,72.98822916632837,Mumbai
CUST_0161,Independent Workshop,18.740638710550076,73.34940702803107,Mumbai
CUST_0162,Independent Workshop,19.12197083797629,72.90272386064493,Mumbai
CUST_0163,MASS,19.053443083985947,73.07296831690412,Mumbai
CUST_0164,Independent Workshop,19.71067277543437,73.00868816677695,Mumbai
CUST_0165,Independent Workshop,18.928978293421363,72.84434978552711,Mumbai
CUST_0166,Trader,19.018530107138403,73.03473500337017,Mumbai
CUST_0167,Independent Workshop,19.277109777527716,72.8383965266589,Mumbai
CUST_0168,Independent Workshop,18.821701957363654,73.00686732716204,Mumbai
CUST_0169,MASS,18.876222357293685,72.83656608548758,Mumbai
CUST_0170,Independent Workshop,19.076174779389294,72.91726399523834,Mumbai
CUST_0171,MASS,18.906608446816573,72.91502164086812,Mumbai
CUST_0172,MASS,18.880364073691382,73.0462701171867,Mumbai
CUST_0173,Independent Workshop,19.047288995129243,72.91645915589888,Mumbai
CUST_0174,Independent Workshop,18.781617908681266,72.92862544953472,Mumbai
CUST_0175,Independent Workshop,19.148460566042118,72.81399468290691,Mumbai
CUST_0176,Independent Workshop,19.038530508309385,73.00964119023293,Mumbai
CUST_0177,MASS,18.985527257191748,72.86030254427175,Mumbai
CUST_0178,MASS,19.053694706101584,72.8851959086318,Mumbai
CUST_0179,Independent Workshop,19.100686444409334,72.8451137135032,Mumbai
CUST_0180,Trader,18.988329618030303,72.82039598711161,Mumbai
CUST_0181,Fleet Owner,19.13466300128877,72.94088887688447,Mumbai
CUST_0182,Fleet Owner,18.6585552069829,73.31887173356569,Mumbai
CUST_0183,Independent Workshop,19.318955672543183,72.86996043734086,Mumbai
CUST_0184,Independent Workshop,18.992071231778358,73.21421105186619,Mumbai
CUST_0185,Independent Workshop,19.61480988460827,73.04576432110345,Mumbai
CUST_0186,Fleet Owner,18.753888155060668,72.90290435556352,Mumbai
CUST_0187,Independent Workshop,18.668601753505918,73.01566591382738,Mumbai
CUST_0188,Independent Workshop,19.577393511409987,73.05709789494827,Mumbai
CUST_0189,Independent Workshop,18.958713069951266,73.00943435315796,Mumbai
CUST_0190,Independent Workshop,19.48113336129147,73.27032365881529,Mumbai
CUST_0191,Independent Workshop,18.82506052710916,73.00527409739558,Mumbai
CUST_0192,Fleet Owner,19.036474627482452,73.07934831197842,Mumbai
CUST_0193,Independent Workshop,18.98899672842579,72.92733959072407,Mumbai
CUST_0194,Independent Workshop,18.71740875821029,73.0229555024665,Mumbai
CUST_0195,Independent Workshop,19.596328664191287,72.80156159037818,Mumbai
CUST_0196,Independent Workshop,19.099830201736932,72.92245919913725,Mumbai
CUST_0197,Independent Workshop,18.653610693480434,73.12448055003219,Mumbai
CUST_0198,Independent Workshop,18.987956754100104,72.93833010640313,Mumbai
CUST_0199,Independent Workshop,19.569756838407695,72.86588383684276,Mumbai
CUST_0200,Independent Workshop,19.20093440502803,73.01084877734264,Mumbai
CUST_0201,Independent Workshop,18.80405476618456,73.11007062683619,Mumbai
CUST_0202,Independent Workshop,18.635283267782242,73.16373380065411,Mumbai
CUST_0203,Fleet Owner,19.342142169506676,72.90760141722177,Mumbai
CUST_0204,Fleet Owner,19.280174629428394,73.03236548992749,Mumbai
CUST_0205,Independent Workshop,19.39756715335115,73.14325246272843,Mumbai
CUST_0206,Independent Workshop,18.96256392286589,73.03593540844837,Mumbai
CUST_0207,Fleet Owner,18.694362034575565,72.86322377316556,Mumbai
CUST_0208,Independent Workshop,19.280621183659637,72.9111619135615,Mumbai
CUST_0209,MASS,19.18765993287927,72.82438190600855,Mumbai
CUST_0210,Fleet Owner,19.358267359383785,72.85759605657276,Mumbai
CUST_0211,Independent Workshop,18.959637454398987,73.09932935314227,Mumbai
CUST_0212,Independent Workshop,18.724710019408885,73.00295833587934,Mumbai
CUST_0213,Fleet Owner,18.815378781443215,73.19718170730954,Mumbai
CUST_0214,Independent Workshop,19.010743186688302,72.91144618020493,Mumbai
CUST_0215,Independent Workshop,18.913353789610785,73.13858647732164,Mumbai
CUST_0216,Independent Workshop,19.292941256042724,72.94845805134881,Mumbai
CUST_0217,Independent Workshop,18.73863410714362,73.02407586521466,Mumbai
CUST_0218,Trader,19.25434989755136,72.88945430328094,Mumbai
CUST_0219,Trader,19.305956877536918,72.95616549086753,Mumbai
CUST_0220,Fleet Owner,18.857842343157248,73.0761144854951,Mumbai
CUST_0221,Independent Workshop,18.80835548008071,73.04835580911428,Mumbai
CUST_0222,Independent Workshop,19.653430688851547,72.71172577161333,Mumbai
CUST_0223,Independent Workshop,19.36777572859591,73.28297713944693,Mumbai
CUST_0224,Independent Workshop,18.683509915585663,72.8961907410184,Mumbai
CUST_0225,Independent Workshop,18.952007738418384,72.83567127609368,Mumbai
CUST_0226,Fleet Owner,19.27497662621187,73.1398327346269,Mumbai
CUST_0227,MASS,19.161904647383803,72.78356183724443,Mumbai
CUST_0228,Independent Workshop,19.665344091258177,73.11215957539167,Mumbai
CUST_0229,Trader,18.865972480354166,72.91887445685929,Mumbai
CUST_0230,Independent Workshop,18.98536624372516,73.02365009403908,Mumbai
CUST_0231,Independent Workshop,19.211874775697336,73.14860241347637,Mumbai
CUST_0232,Trader,18.86336088533445,72.90388382465953,Mumbai
CUST_0233,Independent Workshop,18.86577280048804,72.87563048136249,Mumbai
CUST_0234,Fleet Owner,19.37740701948821,72.96348376275422,Mumbai
CUST_0235,Trader,18.666150933083987,72.99333713816189,Mumbai
CUST_0236,Independent Workshop,19.136005684421264,72.95408858009432,Mumbai
CUST_0237,MASS,19.30924916066264,72.98312123097807,Mumbai
CUST_0238,Independent Workshop,19.177404398285095,73.05645175345029,Mumbai
CUST_0239,Independent Workshop,19.201604158046756,73.09206148292935,Mumbai
CUST_0240,Independent Workshop,19.328130206194647,73.26062220031024,Mumbai
CUST_0241,Independent Workshop,18.91370216877408,72.99784052685268,Mumbai
CUST_0242,MASS,18.903614919729907,73.00143887939039,Mumbai
CUST_0243,Independent Workshop,19.1805631386965,72.97780300730962,Mumbai
CUST_0244,MASS,19.019571588107667,72.87855368779461,Mumbai
CUST_0245,Independent Workshop,19.082160524607147,72.90018903703171,Mumbai
CUST_0246,Independent Workshop,19.449783436379352,72.93110760610713,Mumbai
CUST_0247,MASS,19.21050558869921,72.88968851257079,Mumbai
CUST_0248,Independent Workshop,19.119886457472628,72.97982808709436,Mumbai
CUST_0249,Independent Workshop,18.985260680257824,72.92135981734197,Mumbai
CUST_0250,Independent Workshop,18.623510274754825,73.11895374026581,Mumbai
CUST_0251,Independent Workshop,18.95596703307604,72.9096506743417,Mumbai
CUST_0252,Independent Workshop,19.259030901833267,73.14771725008055,Mumbai
CUST_0253,Trader,19.23815908368024,73.12452722481416,Mumbai
CUST_0254,Independent Workshop,19.35646329735671,73.20533595617306,Mumbai
CUST_0255,Independent Workshop,19.04735242492301,73.0360168755759,Mumbai
CUST_0256,Fleet Owner,18.769185054769785,73.29273423836206,Mumbai
CUST_0257,Independent Workshop,19.300472134690086,72.82605820789217,Mumbai
CUST_0258,MASS,19.202375452652873,72.8704687789563,Mumbai
CUST_0259,Independent Workshop,19.14341733934927,72.8201858911009,Mumbai
CUST_0260,Independent Workshop,19.252928885312407,73.05833502007252,Mumbai
CUST_0261,MASS,19.190982256455538,73.02957858178738,Mumbai
CUST_0262,Independent Workshop,18.83990780561424,72.95851144072725,Mumbai
CUST_0263,Trader,19.388300441871884,73.00055114175488,Mumbai
CUST_0264,Independent Workshop,18.81832062429962,72.86525837258773,Mumbai
CUST_0265,Independent Workshop,18.890791898008075,72.87412774215251,Mumbai
CUST_0266,Independent Workshop,18.678148838125928,73.01887526563404,Mumbai
CUST_0267,Independent Workshop,18.91734874117666,73.12663805917035,Mumbai
CUST_0268,MASS,19.006775290050907,72.87135273840389,Mumbai
CUST_0269,Independent Workshop,19.694069865568167,72.75373345549818,Mumbai
CUST_0270,Fleet Owner,19.16903284777329,72.99741804098296,Mumbai
CUST_0271,Fleet Owner,19.676506570458866,72.8720492276388,Mumbai
CUST_0272,Independent Workshop,19.207222194665988,73.32310627260635,Mumbai
CUST_0273,Independent Workshop,18.856920333006457,72.88711505829198,Mumbai
CUST_0274,MASS,19.008703467079652,72.85616538862917,Mumbai
CUST_0275,Fleet Owner,19.323220684327254,73.03352745166366,Mumbai
CUST_0276,Independent Workshop,19.52899503103372,72.96718143217295,Mumbai
CUST_0277,Independent Workshop,19.17431578784592,73.04806127008932,Mumbai
CUST_0278,Independent Workshop,18.931134181482484,73.1499524954462,Mumbai
CUST_0279,Trader,19.104633341553868,73.11523636774972,Mumbai
CUST_0280,Independent Workshop,19.026511718357916,73.2070195566828,Mumbai
CUST_0281,Trader,19.176335906756197,73.42332675604428,Mumbai
CUST_0282,Independent Workshop,18.983619595794444,72.92883734902269,Mumbai
CUST_0283,Independent Workshop,19.230671636961976,73.16003110938487,Mumbai
CUST_0284,Independent Workshop,19.81725258793018,72.8535427733442,Mumbai
CUST_0285,Independent Workshop,18.8426966480886,73.06603144009432,Mumbai
CUST_0286,Independent Workshop,18.794043194874675,73.01876934700668,Mumbai
CUST_0287,Independent Workshop,18.95043607095147,72.93059874259511,Mumbai
CUST_0288,Independent Workshop,19.348761525541168,72.85001664272983,Mumbai
CUST_0289,Independent Workshop,19.309219771082155,73.09598963715479,Mumbai
CUST_0290,Independent Workshop,18.685548284651134,73.37813427563253,Mumbai
CUST_0291,Fleet Owner,19.049652018640668,73.32290730324166,Mumbai
CUST_0292,Independent Workshop,19.276124560441495,72.92251865110667,Mumbai
CUST_0293,Independent Workshop,19.420200873219734,73.07195402393933,Mumbai
CUST_0294,Independent Workshop,19.156950031901488,72.80482750525164,Mumbai
CUST_0295,Fleet Owner,18.66337719749056,72.86509428706964,Mumbai
CUST_0296,Independent Workshop,19.03681740044437,73.14330037746879,Mumbai
CUST_0297,Trader,18.51739338942145,72.93649995721368,Mumbai
CUST_0298,Trader,18.78710798797357,72.95750583554889,Mumbai
CUST_0299,Trader,19.169570013894326,72.85598880571746,Mumbai
CUST_0300,Independent Workshop,18.552210619330005,72.94124347306156,Mumbai
CUST_0301,Trader,19.011187389354944,73.18612173034401,Mumbai
CUST_0302,Independent Workshop,18.86640312722053,73.00786610513356,Mumbai
CUST_0303,Independent Workshop,19.28776975249626,73.18332522872173,Mumbai
CUST_0304,Trader,19.37962732132634,72.85531934743803,Mumbai
CUST_0305,Independent Workshop,19.166663905562793,73.20238462598596,Mumbai
CUST_0306,MASS,19.000172884516015,72.97263154673503,Mumbai
CUST_0307,Independent Workshop,19.028501403204405,72.98979757340398,Mumbai
CUST_0308,MASS,18.9288091159483,72.88002293813273,Mumbai
CUST_0309,Independent Workshop,19.110835648405317,72.99083372295534,Mumbai
CUST_0310,Independent Workshop,19.042605039673695,73.14916658546696,Mumbai
CUST_0311,Independent Workshop,18.55077028463702,73.61213821179194,Mumbai
CUST_0312,Fleet Owner,18.85821655899062,72.97854750583852,Mumbai
CUST_0313,Independent Workshop,18.84138302244854,73.03876703987733,Mumbai
CUST_0314,Independent Workshop,19.34427183635258,72.83670978009953,Mumbai
CUST_0315,Independent Workshop,19.068278091107107,73.37855181679554,Mumbai
CUST_0316,Trader,19.316741382278533,72.95460518886277,Mumbai
CUST_0317,Independent Workshop,18.96376979309755,72.89457463396876,Mumbai
CUST_0318,Independent Workshop,19.125391497543095,72.99000710872994,Mumbai
CUST_0319,Independent Workshop,18.806834872955584,73.0448019902356,Mumbai
CUST_0320,Independent Workshop,18.803601725426336,73.28548146307047,Mumbai
CUST_0321,Independent Workshop,18.883092919395782,72.95185707991905,Mumbai
CUST_0322,Independent Workshop,19.327285643319506,72.8146049891339,Mumbai
CUST_0323,Trader,19.161150004774964,73.23649538729752,Mumbai
CUST_0324,Independent Workshop,19.217100746973315,72.96658765741859,Mumbai
CUST_0325,Independent Workshop,19.337730031912503,73.02018757633535,Mumbai
CUST_0326,Independent Workshop,19.256366568446268,73.03654923305373,Mumbai
CUST_0327,Fleet Owner,19.398439132093845,72.81235001876122,Mumbai
CUST_0328,Fleet Owner,18.85470912525004,73.26584045387241,Mumbai
CUST_0329,MASS,19.348416216254115,73.26119453021239,Mumbai
CUST_0330,Independent Workshop,19.090785530568105,73.15922925650385,Mumbai
CUST_0331,Independent Workshop,18.962438931211686,72.87271615118856,Mumbai
CUST_0332,Independent Workshop,19.658154752105393,73.05898784984544,Mumbai
CUST_0333,Independent Workshop,19.24599326887919,73.02156716687361,Mumbai
CUST_0334,Independent Workshop,19.01282857799976,72.97572113242522,Mumbai
CUST_0335,MASS,19.02877582805388,73.01596831911013,Mumbai
CUST_0336,MASS,18.597974209728786,72.9769096664622,Mumbai
CUST_0337,MASS,19.454629390647394,73.0709707972944,Mumbai
CUST_0338,Independent Workshop,19.042432974160622,72.83789403047582,Mumbai
CUST_0339,Trader,18.83370009742156,73.01545932556064,Mumbai
CUST_0340,Independent Workshop,19.537656625207617,72.93327067936457,Mumbai
CUST_0341,Independent Workshop,19.425353675765095,72.8589139582975,Mumbai
CUST_0342,Trader,18.93125918620146,72.8936220984129,Mumbai
CUST_0343,Independent Workshop,19.193990333311653,72.91250385216124,Mumbai
CUST_0344,Independent Workshop,19.37753834891765,72.97369288813672,Mumbai
CUST_0345,Independent Workshop,19.005014547279366,72.97799805408172,Mumbai
CUST_0346,Trader,19.363354932065928,72.80247399515966,Mumbai
CUST_0347,MASS,19.007169194123644,73.065543996769,Mumbai
CUST_0348,Independent Workshop,18.987473089638005,72.9910844584363,Mumbai
CUST_0349,MASS,19.382146109406538,73.28354914057476,Mumbai
CUST_0350,Independent Workshop,18.69176300999342,72.94463780609112,Mumbai
CUST_0351,Independent Workshop,19.154595873513713,72.87717905064495,Mumbai
CUST_0352,Trader,19.320095988365527,73.15371228412084,Mumbai
CUST_0353,Trader,18.670238526633565,73.01853636562626,Mumbai
CUST_0354,Fleet Owner,18.92935898010932,72.82831619357576,Mumbai
CUST_0355,Independent Workshop,18.88623988819784,72.88606469274808,Mumbai
CUST_0356,Trader,18.920545424873403,73.05304326620981,Mumbai
CUST_0357,Trader,19.333765728497013,72.90483566900711,Mumbai
CUST_0358,Fleet Owner,19.191656583845276,73.40716398740648,Mumbai
CUST_0359,Independent Workshop,19.249749475194218,73.3643357093787,Mumbai
CUST_0360,MASS,19.01087535951532,73.30940846055469,Mumbai
CUST_0361,Independent Workshop,18.828326902840576,73.0350533962217,Mumbai
CUST_0362,Independent Workshop,18.847260233054325,72.89801921069176,Mumbai
CUST_0363,Independent Workshop,19.471866256346026,72.80100490178216,Mumbai
CUST_0364,Independent Workshop,19.09424918899334,73.07271954492916,Mumbai
CUST_0365,Independent Workshop,19.094796771901546,73.18446251499255,Mumbai
CUST_0366,MASS,18.888705189842717,72.93403568842227,Mumbai
CUST_0367,Independent Workshop,18.944132669096536,72.96811914635592,Mumbai
CUST_0368,Trader,19.201934011553107,73.02329898999602,Mumbai
CUST_0369,Independent Workshop,18.899928072952203,72.81797981303336,Mumbai
CUST_0370,Independent Workshop,19.09779660105161,73.05472228046418,Mumbai
CUST_0371,Independent Workshop,19.285080930748887,72.88551671931218,Mumbai
CUST_0372,Independent Workshop,19.138826410201595,72.87731237354103,Mumbai
CUST_0373,Independent Workshop,18.97978952951322,72.99369307073087,Mumbai
CUST_0374,Independent Workshop,18.966353198435677,73.1692756868092,Mumbai
CUST_0375,Independent Workshop,18.662510251564036,74.00659852832038,Pune
CUST_0376,Independent Workshop,18.393619234985852,73.79761131572775,Pune
CUST_0377,Independent Workshop,18.22342179783948,73.76844598581862,Pune
CUST_0378,Independent Workshop,18.261256020910924,74.18496712889718,Pune
CUST_0379,Independent Workshop,18.5330339538985,73.89932430876011,Pune
CUST_0380,Fleet Owner,18.464113368162494,73.90609473051286,Pune
CUST_0381,MASS,19.13661940896442,73.78166492890188,Pune
CUST_0382,Trader,18.3577967413225,73.98912328322636,Pune
CUST_0383,Independent Workshop,17.888970341599375,73.87268919672773,Pune
CUST_0384,MASS,18.427471774176773,73.60862168349098,Pune
CUST_0385,MASS,18.647339417577875,73.87019710461145,Pune
CUST_0386,MASS,18.069797773126446,73.69506761970189,Pune
CUST_0387,Independent Workshop,17.798332198701818,73.93001732853338,Pune
CUST_0388,Trader,18.591224854610036,73.65837952654158,Pune
